ΚΩΔΙΚΟΣ,ΕΠΟΠΤΕΥΩΝ ΦΟΡΕΑΣ,ΔΙΑΚΡΙΤΙΚΟΣ ΤΙΤΛΟΣ ,ΙΔΙΟΚΤΗΤΗΣ,ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ,ΤΑΧΥΔΡΟΜΙΚΗ Δ/ΝΣΗ ΣΧΟΛΕΙΟΥ ,"ΑΡΙΘ. ΑΠΟΦ. ΧΟΡΗΓ. ΑΡΧ. ΑΔΕΙΑΣ, ΦΕΚ ΔΗΜΟΣ.",ΠΑΡΑΤΗΡΗΣΕΙΣ/ ΜΕΤΑΒΟΛΕΣ / ΤΡΟΠΟΠΟΙΗΣΕΙΣ
7541105,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,3Ο ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΑΡΟΥΖΕΛ,ΜΠΕΚΡΗ ΚΥΡΙΑΚΗ - ΚΟΥΡΗ ΜΑΡΙΑ ΟΕ,ΚΟΥΡΗ ΜΑΡΙΑ ,ΒΟΥΛΓΑΡΗ 137 Τ.Κ. 18534 ΠΕΙΡΑΙΑΣ ΤΗΛ.: 215-5551493,147887/Ν1/10-09-2018 ( ΦΕΚ 4141/Β/20-09-2018),"178426/Ν1/14-11-2019 , ΦΕΚ 4378/Β/20-11-2019"
7541107,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - Η ΑΓΑΠΗ,ΒΛΑΣΙΑΔΟΥ ΕΛΕΝΗ,ΒΛΑΣΙΑΔΟΥ ΕΛΕΝΗ,ΨΑΡΡΩΝ 51 Τ.Κ. 18120 ΚΟΡΥΔΑΛΛΟΣ ΤΗΛ.: 210-4975763,"90723/Ν1/6-8-2019 ΦΕΚ 2206/Β/8-6-2019
ΔΙΟΡΘΩΣΗ 154365/Ν1/3-10-2019 ΦΕΚ 3903/Β/25-10-2019",
7541109,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΗΛΙΟΦΩΤΟ,ΣΟΦΙΑ ΤΣΟΥΚΝΑΚΗ ΚΑΙ ΣΙΑ Ε.Ε.,ΣΟΦΙΑ ΤΣΟΥΚΝΑΚΗ,ΟΜΗΡΟΥ 59 - ΝΙΚΑΙΑ Τ.Κ. 18452,"152500/Ν1/01-10-2019 , ΦΕΚ 3805/Β/15-10-2019","30678/Ν1/03-03-2020 , ΦΕΚ 892/Β/17-03-2020 121633/Ν1/27-10-2023, ΦΕΚ 6346/Τ. Β/06-11-2023"
7541111,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,2Ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΘΕΜΙΣΤΟΚΛΗΣ Α.Ε.,"ΕΚΠΑΙΔΕΥΤΙΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΘΕΜΙΣΤΟΚΛΗΣ
Α.Ε.",ΣΚΥΒΑΛΑΚΗΣ ΕΜΜΑΝΟΥΗΛ,"ΣΠΑΡΤΗΣ 150 ΚΑΙ ΡΑΙΔΕΣΤΟΥ,ΠΕΙΡΑΙΑΣ","155780/Ν1/7-10-2019,ΦΕΚ 3788/Β/14-10-2019",
7541113,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,2Ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΑ ΖΑΒΟΛΑΚΙΑ,ΚΑΛΛΙΟΠΗ & ΧΡΗΣΤΟΣ ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΑΕ,ΚΑΛΛΙΟΠΗ ΚΩΝΣΤΑΝΤΙΝΙΔΗ,"ΦΩΤΙΟΥ ΚΟΡΥΤΣΑΣ 39 , ΠΕΙΡΑΙΑΣ , ΤΚ 18546","204407/Ν1/24-12-2019 , ΦΕΚ 5130/Β/31-12-2019",
7541115,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,2° ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΙΚΑΤΕΡΙΝΗ ΚΑΡΑΧΑΛΙΟΥ,ΑΙΚΑΤΕΡΙΝΗ ΚΑΡΑΧΑΛΙΟΥ,ΑΙΚΑΤΕΡΙΝΗ ΚΑΡΑΧΑΛΙΟΥ,"ΜΑΝΟΥ ΚΑΤΡΑΚΗ 63 , ΚΕΡΑΤΣΙΝΙ,ΤΚ 18758 , ΤΗΛ 2104010287"," 27689/Ν1/25-02-2020,ΦΕΚ 1183/Β/07-04-2020",
7541117,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΛΛΗ,ΠΑΥΛΟΠΟΥΛΟΥ ΕΙΡΗΝΗ,ΠΑΥΛΟΠΟΥΛΟΥ ΕΙΡΗΝΗ,"ΧΡ. ΣΜΥΡΝΗΣ 8 ΚΑΙ ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ, ΠΕΡΑΜΑ, ΠΕΙΡΑΙΑ","125537/Ν1/21-09-2020, ΦΕΚ 4281/Β'/02-10-2020",
7541119,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - BUSY BEES SCHOOL,ΜΠΗΤΡΟΥ ΠΑΡΑΣΚΕΥΗ,ΜΠΗΤΡΟΥ ΠΑΡΑΣΚΕΥΗ,"ΚΑΣΟΜΟΥΛΗ 8-10,  ΚΕΡΑΤΣΙΝΙ ΑΤΤΙΚΗΣ","29/Ν1/04-01-2021 , ΦΕΚ 147/Β΄/21-01-2021",
7541121,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΟΛΗ ΜΑΓΙΚΗ,ΠΟΛΥΖΩΗ ΑΙΚΑΤΕΡΙΝΗ,ΠΟΛΥΖΩΗ ΑΙΚΑΤΕΡΙΝΗ,"ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥΣ 102,ΠΕΙΡΑΙΑΣ","20989/Ν1/23-02-2021 , ΦΕΚ 859/Β/05-03-2021",
7541123,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,2O ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - BIRDS - ΠΟΥΛΙΑ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΑΙΔΙΚΟΣ ΣΤΑΘΜΟΣ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΠΑΙΔΑΓΩΓΙΚΗ - BIRDS - TASEIS A.E.,ΚΑΤΣΙΚΑΡΟΣ ΘΕΟΔΩΡΟΣ,"ΔΙΣΤΟΜΟΥ 5 , ΠΕΙΡΑΙΑΣ,ΤΚ 18532 ΤΗΛ.: 210-4173341","153287/Ν1/12-12-2022,ΦΕΚ 6488/B/17-12-2022",
7541125,Δ/ΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ,2Ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - Η ΑΓΑΠΗ,ΒΛΑΣΙΑΔΟΥ ΕΛΕΝΗ,ΒΛΑΣΙΑΔΟΥ ΕΛΕΝΗ,ΣΕΡΡΩΝ 56 Τ.Κ. 18120 ΚΟΡΥΔΑΛΛΟΣ ΤΗΛ.: 210-4975763,"8465/Ν1/23-01-2023,ΦΕΚ 494/Β/02-02-2023",
7381001,Δ/ΝΣΗ Π.Ε. ΠΕΛΛΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΟΥΡΑΝΙΟ ΤΟΞΟ,ΔΕΛΗΓΙΑΝΝΗ ΟΛΥΜΠΙΑ & ΣΙΑ ΟΕ,ΔΕΛΗΓΙΑΝΝΗ ΟΛΥΜΠΙΑ,Ν. ΣΙΔΗΡΟΠΟΥΛΟΥ 7Α Τ.Κ. 58200 ΕΔΕΣΣΑ ΤΗΛ.: 23810-29985,"Φ2ΓΒ/148568/Δ5/14-10-2013,ΦΕΚ 622/Β/12-3-14",ΤΡΟΠΟΠΟΙΗΣΗ 155711/Δ1/22-09-2016 (ΦΕΚ 3225/Β/07-10-2016
7391001,Δ/ΝΣΗ Π.Ε. ΠΙΕΡΙΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΛΑΤΩΝ,ΠΛΑΤΩΝ Μ.Ε.Π.Ε. ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΕΣΤΗΣ,ΜΠΑΜΠΑΙΣΙΩΤΙΚΑ - ΤΟΠΙΚΗ ΚΟΙΝΟΤΗΤΑ ΓΑΝΟΧΩΡΑΣ ΠΙΕΡΙΑΣ Τ.Κ. 60100 ΤΗΛ.: 23510-31111,"Φ2ΓΒ/109115/Δ5/14-7-2014,ΦΕΚ 2137/Β/05-08-2014",
7391009,Δ/ΝΣΗ Π.Ε. ΠΙΕΡΙΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΣΤΕΡΑΚΙΑ,ΣΤΕΡΓΙΑΝΗ ΝΙΚΟΔΕΛΛΗ ΚΑΙ ΣΙΑ ΟΕ,ΝΙΚΟΔΕΛΛΗ ΣΤΕΡΓΙΑΝΗ,ΠΑΡΜΕΝΙΩΝΟΣ 27 Τ.Κ. 60132 ΚΑΤΕΡΙΝΗ ΤΗΛ.: 23510-29221,"Φ2ΓΑ/148579/Δ5/14-10-2013,ΦΕΚ 621/Β/ 12-3-14",71817/Ν1/07-05-2018 ΦΕΚ 2017/Β/05-06-2018
7391013,Δ/ΝΣΗ Π.Ε. ΠΙΕΡΙΑΣ,"ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ – ΜΟΥΣΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ ""ΚΑΛΗΜΕΡΑ ΖΩΗ""",ΑΠΟΣΤΟΛΙΔΟΥ  ΕΛΕΝΗ,ΑΠΟΣΤΟΛΙΔΟΥ  ΕΛΕΝΗ,Α΄ ΠΑΡΟΔΟΣ ΦΙΛΙΠΠΟΥ 8 Τ.Κ. 60133 ΚΑΤΕΡΙΝΗ ΤΗΛ.: 23510-74352,"201451/Ν1/22-11-2018,ΦΕΚ 5368/Β/29-11-2018",
7391015,Δ/ΝΣΗ Π.Ε. ΠΙΕΡΙΑΣ,2Ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ – ΟΥΡΑΝΙΟ ΤΟΞΟ-ΕΚΠΑΙΔΕΥΣΗ ΠΡΟΣΧΟΛΙΚΗΣ ΗΛΙΚΙΑΣ,ΖΙΩΓΑΝΑ ΕΥΛΑΜΠΙΑ ΚΑΙ ΣΙΑ Ε.Ε.,ΖΙΩΓΑΝΑ ΕΥΛΑΜΠΙΑ,ΑΓΙΑΣ ΤΡΙΑΔΑΣ 15 Τ.Κ. 60132 ΚΑΤΕΡΙΝΗ ΤΗΛ.: 23510-27395,"89508/N1/4-6-2019 , ΦΕΚ 2234/Β/10-6-2019",ΤΡΟΠΟΠΟΙΗΣΗ ΚΑΙ ΜΕΤΑΒΙΒΑΣΗ:28932/Ν1/20-3-2024 ΦΕΚ 2093/Β/7-4-2024
7391017,Δ/ΝΣΗ Π.Ε. ΠΙΕΡΙΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΛΥΚΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ,ΛΥΚΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ,ΛΥΚΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ,"ΑΚΡΟΠΟΛΕΩΣ 8 , ΚΑΤΕΡΙΝΗ , ΤΚ 60133
ΤΗΛ. 2351030308","161117/N1/15-10-2019 , ΦΕΚ 3937/Β/25-10-2019
ΦΕΚ 119593/Ν1/23-09-2021, ΦΕΚ 4600/Β/06-10-2021",
7401003,Δ/ΝΣΗ Π.Ε. ΠΡΕΒΕΖΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΛΗΡΟΔΟΤΗΜΑ ΣΠΥΡΙΔΩΝΟΣ ΚΑΡΑΜΑΝΗ,ΚΛΗΡΟΔΟΤΗΜΑ ΣΠΥΡΙΔΩΝΟΣ ΚΑΡΑΜΑΝΗ ,ΤΣΙΡΙΓΚΑΣ ΓΕΩΡΓΙΟΣ (ΜΗΤΡΟΠΟΛΙΤΗΣ ΠΡΕΒΕΖΗΣ ΧΡΥΣΟΣΤΟΜΟΣ),ΕΘΝΙΚΗ ΙΩΑΝΝΟΥ ΜΟΥΣΤΑΚΗ ΚΑΙ ΚΑΡΑΜΑΝΗ 2 Τ.Κ. 48100 ΠΡΕΒΕΖΑ ΤΗΛ.: 26820-29056,"Φ2ΓΑ/196994/Δ5/2312-2013,ΦΕΚ 419/Β/20-2-14",
7401005,Δ/ΝΣΗ Π.Ε. ΠΡΕΒΕΖΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - BABY ACADEMY,ΠΡΟΤΥΠΗ ΜΟΝΑΔΑ ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΣΗΣ Ο.Ε.,ΓΕΩΡΓΙΟ ΛΑΖΑΡΗ,"ΤΖΟΥΜΕΡΚΩΝ 1 ΚΑΙ ΕΠΤΑΝΗΣΟΥ, ΠΡΕΒΕΖΑ","42906/Ν1/14-10-2021, ΦΕΚ 1661/Β/23-04-2021",
7411005,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΧΑΡΟΥΜΕΝΟ ΕΡΓΑΣΤΗΡΙ,ΨΥΛΛΑΚΗ ΑΝΝΑ,ΨΥΛΛΑΚΗ ΑΝΝΑ,ΑΠ. ΑΠΟΣΤΟΛΑΚΗ 52 Τ.Κ.74132 ΔΗΜΟΣ ΡΕΘΥΜΝΗΣ ΚΡΗΤΗ ΤΗΛ.: 28310-52470,"130678/Δ1/19-8-2015,ΦΕΚ 1854/Β/27-8-15","2334/Ν1/09-01-2020 , ΦΕΚ 329/Β/07-02-2020
18869/Ν1/21-02-2022,ΦΕΚ 854/Β/25-02-2022"
7411007,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΥΤΙΚΑ ΕΛΕΝΗ,ΚΟΥΤΙΚΑ ΕΛΕΝΗ,ΚΟΥΤΙΚΑ ΕΛΕΝΗ,ΛΕΣΒΟΥ(ΣΤΟ ΤΕΡΜΑ ΤΗΣ ΟΔΟΥ) Τ.Κ. 74132 ΑΓΙΟΣ ΜΑΡΚΟΣ ΡΕΘΥΜΝΟ ΤΗΛ.: 28310-30944,"94529/Ν1/07-06-2017 ,ΦΕΚ 2118/Β/21-06-2017",ΤΡΟΠΟΠΟΙΗΣΗ-ΜΕΤΕΓΚΑΤΑΣΤΑΣΗ 140921/Ν1/8-12-2023 ΦΕΚ 7036/Β΄/13-12-2023
7411009,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΟΡΜΟΛΗΣ 2,ΡΟΔΙΝΟΥ ΧΡΥΣΗ,ΡΟΔΙΝΟΥ ΧΡΥΣΗ,"ΚΑΠΕΤΑΝ ΓΙΩΡΓΗ ΜΑΚΡΗ ΠΑΡΟΔΟΣ 13, ΟΙΚΙΣΜΟΣ ΑΓΙΟΣ ΜΑΡΚΟΣ -
ΜΙΣΣΙΡΙΑ, ΡΕΘΥΜΝΟ ΚΡΗΤΗΣ","146887/Ν1/23-09-2019 , ΦΕΚ 3654/Β/01-10-2019","43335/Ν1/06-04-2020 , ΦΕΚ 1593/Β/27-04-2020
125628/Ν1/13-10-2022,ΦΕΚ 5484/Β'/24-10-2022"
7411011,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΧΑΤΖΗΠΑΡΑΣΧΟΥ ΠΑΝΑΓΙΩΤΑ,ΧΑΤΖΗΠΑΡΑΣΧΟΥ ΠΑΝΑΓΙΩΤΑ,ΧΑΤΖΗΠΑΡΑΣΧΟΥ ΠΑΝΑΓΙΩΤΑ,"ΔΩΔΕΚΑΝΗΣΟΥ ΚΑΙ ΠΑΠΑΔΟΓΙΩΡΓΑΚΗ 1, ΡΕΘΥΜΝΟ","133096/Ν1/05-10-2020,ΦΕΚ 4569/Β/16-10-2020
ΔΙΟΡΘΩΣΗ ΣΦΑΛΜΑΤΟΣ: 146714/Ν1/27-10-2020,ΦΕΚ 4835/Β/04-11-2020",
7411013,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΟΥΝΑΡΗ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΟΥΝΑΡΗ Ο.Ε.,ΗΛΙΑΚΗ ΜΑΡΙΑ,"ΚΡΙΑΡΗ 81, ΡΕΘΥΜΝΟ ΚΡΗΤΗΣ","113123/Ν1/19-09-2022,ΦΕΚ 5008/Β΄/26-09-2022","40113/Ν1/05-04-2023,ΦΕΚ 2430/Β/12-04-2023"
7411015,Δ/ΝΣΗ Π.Ε. ΡΕΘΥΜΝΟΥ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΖΟΥΖΟΥΝΟΣΧΟΛΕΙΟ,ΖΟΥΖΟΥΝΟΣΧΟΛΕΙΟ Ο.Ε.,ΜΟΣΧΑΚΗΣ ΗΛΙΑΣ,"1Ο ΧΛΜ ΕΠΑΡΧΙΑΚΗΣ ΟΔΟΥ ΡΕΘΥΜΝΟΥ 
 ΠΡΑΣΣΩΝ (ΑΛΜΠΑΝΙ ΜΕΤΟΧΙ)","81608/Ν1/04-07-2025,ΦΕΚ 3781/Β΄/17-07-2025",
7421001,Δ/ΝΣΗ Π.Ε. ΡΟΔΟΠΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - Η ΛΙΛΙΠΟΥΠΟΛΗ,ΑΝΕΣΤΗ ΣΟΦΙΑ,ΑΝΕΣΤΗ ΣΟΦΙΑ,1Ο ΧΛΜ. ΚΟΜΟΤΗΝΗΣ - ΚΟΣΜΙΟΥ ΤΗΛ.: 25310-21753 6972726337,"128104/Ν1/26-07-2018 , ΦΕΚ 3398/Β/10-08-2018",
7331005,Δ/ΝΣΗ Π.Ε. ΣΑΜΟΥ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΧΑΜΟΓΕΛΟ,ΚΑΡΡΑ ΜΑΡΙΑ,ΚΑΡΡΑ ΜΑΡΙΑ,ΠΕΡΙΒΟΛΙΑ Τ.Κ. 83100 ΣΑΜΟΣ (Ο.Τ. 208) ΤΗΛ.: 22730-24484,"165486/Ν1/4-10-2018,ΦΕΚ 4937/Β/6-11-2018",
7441001,Δ/ΝΣΗ Π.Ε. ΣΕΡΡΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΘΕΟΔΩΡΙΔΟΥ ΠΑΥΛΙΝΑ ΚΑΙ ΣΙΑ ΟΕ,ΘΕΟΔΩΡΙΔΟΥ ΠΑΥΛΙΝΑ ΚΑΙ ΣΙΑ ΟΕ,ΤΕΡΖΙΔΟΥ ΔΕΣΠΟΙΝΑ,2Ο ΧΛΜ. ΣΕΡΡΩΝ-ΔΡΑΜΑΣ Τ.Κ. 62100 ΤΗΛ.: 23210-53840,"Φ2ΓΑ/72466/Δ5/9-5-2014,ΦΕΚ 1524/Β/6-6-14",ΤΡΟΠΟΠΟΙΗΣΗ 9153/Δ1/19-01-2017 (ΦΕΚ 261/Β/03-02-2017
7441003,Δ/ΝΣΗ Π.Ε. ΣΕΡΡΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,ΓΡ. ΡΑΚΙΤΖΗ 50 Τ.Κ. 62121 ΣΕΡΡΡΕΣ ΤΗΛ.: 23210-51180,"80361/Ν1/17-05-2018,ΦΕΚ 1997/Β/04-06-2018",
7441005,Δ/ΝΣΗ Π.Ε. ΣΕΡΡΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,ΑΝΕΣΙΑΔΟΥ ΚΑΣΣΙΑΝΗ,"ΓΕΡΜΑΝΟΥ ΚΑΡΑΒΑΓΓΕΛΗ 2, ΣΕΡΡΕΣ","119690/Ν1/23-09-2021 , ΦΕΚ 4835/Β/20-10-2021",
7451001,Δ/ΝΣΗ Π.Ε. ΤΡΙΚΑΛΩΝ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΣΠΥΡΟΠΟΥΛΟΥ ΜΑΡΙΑ,ΣΠΥΡΟΠΟΥΛΟΥ ΜΑΡΙΑ,ΣΠΥΡΟΠΟΥΛΟΥ ΜΑΡΙΑ,ΠΕΛΕΚΗ & ΔΕΡΒΕΝΑΚΙΩΝ 12 Τ.Κ. 42131 ΤΡΙΚΑΛΑ ΤΗΛ.: 24310-32233,"Φ2ΓΒ/197398/Δ5/23-12-2013,ΦΕΚ 404/Β/ 20-2-14","162606/Ν1/01-10-2018,ΦΕΚ 4429/Β/08-10-2018"
7451003,Δ/ΝΣΗ Π.Ε. ΤΡΙΚΑΛΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΖΟΥΜΕΡΑ ΠΟΡΤΟΚΑΛΑΚΙΑ,ΚΑΣΤΑΝΟΥΛΗ ΕΥΤΕΡΠΗ & ΣΙΑ Ε.Ε.,ΚΑΣΤΑΝΟΥΛΗ ΕΥΤΕΡΠΗ,ΝΕΛΣΟΝ 1 ΚΑΙ ΗΠΙΟΝΗΣ Τ.Κ. 42100 ΤΡΙΚΑΛΑ ΤΗΛ.: 24310-73070,"Φ2ΓΑ/125713/Δ5/10-9-2013,ΦΕΚ 285/Β/10-2-14","100703/Ν1/19-06-2018,ΦΕΚ 2753/Β/11-07-2018"
7451005,Δ/ΝΣΗ Π.Ε. ΤΡΙΚΑΛΩΝ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΣΑΚΚΑ ΑΕ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΣΑΚΚΑ ΑΕ,ΣΑΚΚΑΣ ΠΑΝΑΓΙΩΤΗΣ,2Ο ΧΛΜ. ΤΡΙΚΑΛΩΝ-ΛΑΡΙΣΗΣ Τ.Θ. 196 Τ.Κ. 42100 ΤΗΛ.: 24310-26782,"Φ2ΓΑ/125692/Δ5/10-9-2013,ΦΕΚ 202/Β/3-2-14","26610/Ν1/15-02-2018 ΦΕΚ 953/Β/19-03-2018, 29038/Ν1/20-3-24 ΦΕΚ 1889/Β/26-3-24"
7451007,Δ/ΝΣΗ Π.Ε. ΤΡΙΚΑΛΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΣΑΟΥ ΜΑΜΑ (CIAO MAMA),ΠΑΠΑΧΡΗΣΤΟΥ ΣΤΥΛΙΑΝΗ & ΣΙΑ ΕΕ,ΠΑΠΑΧΡΗΣΤΟΥ ΣΤΥΛΙΑΝΗ,ΜΑΚΕΔΟΝΙΑΣ ΤΕΡΜΑ Τ.Κ. 42100 ΤΡΙΚΑΛΑ ΤΗΛ.: 24310-73570,"Φ2ΓΑ/125645/Δ5/10-9-2013, ΦΕΚ 191/Β/31-1-2014","117853/Ν1/12-7-2018, ΦΕΚ 3143/Β/31-7-2018
104496/Ν1/13-9-2025, ΦΕΚ 5274/Β/18-9-2024"
7451013,Δ/ΝΣΗ Π.Ε. ΤΡΙΚΑΛΩΝ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ -ΤΟ ΡΟΔΙ,ΣΕΓΓΗΣ - ΠΑΠΑΓΕΩΡΓΙΟΥ ΟΕ,ΣΕΓΓΗΣ ΕΥΑΓΓΕΛΟΣ,8Ο ΧΛΜ. ΤΡΙΚΑΛΩΝ-ΚΑΛΑΜΠΑΚΑΣ Τ.Κ. 42100 ΤΗΛ.: 24310-88212,"Φ2ΓΑ/137123/Δ5/26-9-2013,ΦΕΚ 319/Β/12-2-14","91689/Ν1/05-06-2018, ΦΕΚ 2224/Β/14-06-2018
68671-68617/Ν1/6-5-2019 , ΦΕΚ 1819/Β/23-05-2019 , ΦΕΚ 2354/Β/18-6-2019"
